query,domain,intent
"Account hacking FIR process.",CYBER,ACCOUNT_HACKING
"Someone hacked my LinkedIn account and started spamming connections.",CYBER,ACCOUNT_HACKING
"LinkedIn account breach.",CYBER,ACCOUNT_HACKING
"Account hack ho gaya hai kya kare?",CYBER,ACCOUNT_HACKING
"Cyber security account hacking help.",CYBER,ACCOUNT_HACKING
"My cloud storage account was hacked and private photos were accessed.",CYBER,ACCOUNT_HACKING
"Cloud account hack report.",CYBER,ACCOUNT_HACKING
"Cloud storage hack ho gaya.",CYBER,ACCOUNT_HACKING
"Hacking complaint procedure.",CYBER,ACCOUNT_HACKING
"What are the legal steps for online account hacking in India?",CYBER,ACCOUNT_HACKING
"Account hack hone par kahan report kare?",CYBER,ACCOUNT_HACKING
"Someone hacked my YouTube channel and changed the channel name and content.",CYBER,ACCOUNT_HACKING
"YouTube channel hacking complaint.",CYBER,ACCOUNT_HACKING
"YouTube channel hack ho gaya.",CYBER,ACCOUNT_HACKING
"Account hacking legal action.",CYBER,ACCOUNT_HACKING
"My crypto exchange account was hacked and digital assets were stolen.",CYBER,ACCOUNT_HACKING
"Crypto account hack issue.",CYBER,ACCOUNT_HACKING
"Can cyber cell recover a hacked account?",CYBER,ACCOUNT_HACKING
"Account hack ka complaint kaise kare?",CYBER,ACCOUNT_HACKING
"Someone stole my PAN card details and Aadhaar number to take a fraudulent loan in my name.",CYBER,IDENTITY_THEFT
"An unknown person is using my identity documents to create fake social media profiles.",CYBER,IDENTITY_THEFT
"Kisi ne mera Aadhaar card aur PAN card chura kar fake loan le liya.",CYBER,IDENTITY_THEFT
"My stolen identity was used to open fraudulent bank accounts for money laundering.",CYBER,IDENTITY_THEFT
"Someone impersonated me online using my forged ID proof.",CYBER,IDENTITY_THEFT
"Identity theft and document misuse complaint.",CYBER,IDENTITY_THEFT
"Mera ID proof use karke fraud kiya kisi ne.",CYBER,IDENTITY_THEFT
"How to report identity theft in India?",CYBER,IDENTITY_THEFT
"An impostor created a fake profile using my photos and personal information.",CYBER,IDENTITY_THEFT
"Impersonation and identity theft report.",CYBER,IDENTITY_THEFT
"Kisi ne mere naam se fake id bana liya.",CYBER,IDENTITY_THEFT
"Can I take legal action against someone stealing my identity?",CYBER,IDENTITY_THEFT
"My passport details were stolen and misused for illegal travel bookings.",CYBER,IDENTITY_THEFT
"Passport identity theft issue.",CYBER,IDENTITY_THEFT
"Aadhaar details leak aur misuse.",CYBER,IDENTITY_THEFT
"Cyber crime identity theft grievance.",CYBER,IDENTITY_THEFT
"Someone used my stolen driving license to register a fraudulent SIM card.",CYBER,IDENTITY_THEFT
"SIM card fraud using stolen ID.",CYBER,IDENTITY_THEFT
"Fake SIM card nikal liya mere ID par.",CYBER,IDENTITY_THEFT
"Identity theft case.",CYBER,IDENTITY_THEFT
"PAN card details chori ho gaye aur loan nikal liya.",CYBER,IDENTITY_THEFT
"Identity theft legal process.",CYBER,IDENTITY_THEFT
"An imposter applied for a credit card using my leaked personal data.",CYBER,IDENTITY_THEFT
"Credit card identity theft.",CYBER,IDENTITY_THEFT
"Mera identity chori ho gaya hai.",CYBER,IDENTITY_THEFT
"Cyber cell identity theft help.",CYBER,IDENTITY_THEFT
"Someone is operating a business using my stolen PAN and GST details.",CYBER,IDENTITY_THEFT
"Business identity theft report.",CYBER,IDENTITY_THEFT
"GST misuse identity theft.",CYBER,IDENTITY_THEFT
"Identity theft complaint portal.",CYBER,IDENTITY_THEFT
"What are my legal protections against identity theft?",CYBER,IDENTITY_THEFT
"Identity theft hone par kya karna chahiye?",CYBER,IDENTITY_THEFT
"Someone stole my biometric data and used it for unauthorized verification.",CYBER,IDENTITY_THEFT
"Biometric identity theft complaint.",CYBER,IDENTITY_THEFT
"Biometric data misuse issue.",CYBER,IDENTITY_THEFT
"Identity theft action steps.",CYBER,IDENTITY_THEFT
"My digital signature certificate was stolen and misused by someone else.",CYBER,IDENTITY_THEFT
"DSC identity theft dispute.",CYBER,IDENTITY_THEFT
"Can identity theft lead to criminal liability for the victim?",CYBER,IDENTITY_THEFT
"Identity theft ka FIR kaise kare?",CYBER,IDENTITY_THEFT
"A group of people online are continuously trolling, threatening, and harassing me on social media.",CYBER,CYBERBULLYING
"Someone is posting abusive comments and morphed images of me on public forums.",CYBER,CYBERBULLYING
"Social media par mujhe troll kiya ja raha hai aur gaali de rahe hain.",CYBER,CYBERBULLYING
"I am being cyberbullied and harassed by anonymous accounts on Instagram daily.",CYBER,CYBERBULLYING
"Someone created a hateful meme page targeting me and my college friends.",CYBER,CYBERBULLYING
"Cyberbullying and online harassment complaint.",CYBER,CYBERBULLYING
"Internet par harassment ho raha hai kya kare?",CYBER,CYBERBULLYING
"How to report cyberbullying and online stalking in India?",CYBER,CYBERBULLYING
"An online stalker is sending me threatening messages across multiple apps.",CYBER,CYBERBULLYING
"Online stalking and cyberbullying report.",CYBER,CYBERBULLYING
"Mujhe online threat mil rahe hain aur harass kar rahe hain.",CYBER,CYBERBULLYING
"Can police take action against online cyberbullying?",CYBER,CYBERBULLYING
"Someone is sharing my private chat screenshots publicly to humiliate me online.",CYBER,CYBERBULLYING
"Online shaming and cyberbullying issue.",CYBER,CYBERBULLYING
"Private chat leak karke badnam kar rahe hain.",CYBER,CYBERBULLYING
"Cyber crime cyberbullying grievance.",CYBER,CYBERBULLYING
"A user on Twitter is sending abusive slurs and harassing me continuously.",CYBER,CYBERBULLYING
"Twitter cyberbullying dispute.",CYBER,CYBERBULLYING
"Cyberbullying ka shikar hu.",CYBER,CYBERBULLYING
"Online harassment and trolling.",CYBER,CYBERBULLYING
"Social media par badnam kar raha hai.",CYBER,CYBERBULLYING
"Cyberbullying legal complaint.",CYBER,CYBERBULLYING
"Someone is sending malicious emails and harassing me online.",CYBER,CYBERBULLYING
"Email cyberbullying report.",CYBER,CYBERBULLYING
"Cyber bullying se pareshan hu.",CYBER,CYBERBULLYING
"Cyber cell cyberbullying help.",CYBER,CYBERBULLYING
"People are posting hateful comments on my videos just to bully me.",CYBER,CYBERBULLYING
"Video comments cyberbullying issue.",CYBER,CYBERBULLYING
"Online trollers pareshan kar rahe hain.",CYBER,CYBERBULLYING
"Cyberbullying complaint procedure.",CYBER,CYBERBULLYING
"What legal action can be taken against cyberbullies?",CYBER,CYBERBULLYING
"Cyberbullying ke khilaf kahan report kare?",CYBER,CYBERBULLYING
"An anonymous person is spreading malicious lies about me on Facebook groups.",CYBER,CYBERBULLYING
"Facebook cyberbullying complaint.",CYBER,CYBERBULLYING
"Fake rumors spread online to bully.",CYBER,CYBERBULLYING
"Cyberbullying action steps.",CYBER,CYBERBULLYING
"Someone is creating fake defamatory handles to harass me online.",CYBER,CYBERBULLYING
"Defamatory cyberbullying dispute.",CYBER,CYBERBULLYING
"Can I file a police case for cyberbullying?",CYBER,CYBERBULLYING
"Cyberbullying FIR kaise darj kare?",CYBER,CYBERBULLYING
"My landlord is refusing to return my security deposit even though I handed over the keys cleanly.",PROPERTY,SECURITY_DEPOSIT
"Can a landlord deduct arbitrary amounts from my security deposit when I vacate?",PROPERTY,SECURITY_DEPOSIT
"Malkin mera security deposit wapas nahi de raha ghar khali karne ke baad.",PROPERTY,SECURITY_DEPOSIT
"The owner is holding my security deposit for six months without any valid reason.",PROPERTY,SECURITY_DEPOSIT
"Landlord stopped picking up my calls and is withholding my advance deposit money.",PROPERTY,SECURITY_DEPOSIT
"Security deposit refund dispute with landlord.",PROPERTY,SECURITY_DEPOSIT
"Advance deposit wapas nahi de raha malkin.",PROPERTY,SECURITY_DEPOSIT
"How to legally recover security deposit from a landlord in India?",PROPERTY,SECURITY_DEPOSIT
"My former landlord deducted the entire security deposit for normal wear and tear.",PROPERTY,SECURITY_DEPOSIT
"Security deposit deduction grievance.",PROPERTY,SECURITY_DEPOSIT
"Security deposit nahi de raha landlord ghar chhodne par.",PROPERTY,SECURITY_DEPOSIT
"Can a landlord keep security deposit for painting charges without agreement clause?",PROPERTY,SECURITY_DEPOSIT
"The property owner is delaying the refund of my security deposit indefinitely.",PROPERTY,SECURITY_DEPOSIT
"Advance money refund issue with owner.",PROPERTY,SECURITY_DEPOSIT
"Deposit ka paisa ruka hua hai landlord nahi de raha.",PROPERTY,SECURITY_DEPOSIT
"Tenant security deposit complaint.",PROPERTY,SECURITY_DEPOSIT
"Landlord refused to refund security deposit citing minor wall scratches.",PROPERTY,SECURITY_DEPOSIT
"Security deposit withholding issue.",PROPERTY,SECURITY_DEPOSIT
"Deposit ka paisa nahi mil raha.",PROPERTY,SECURITY_DEPOSIT
"Advance deposit dispute.",PROPERTY,SECURITY_DEPOSIT
"Security deposit wapas lene ke liye kya kare?",PROPERTY,SECURITY_DEPOSIT
"Landlord security deposit legal help.",PROPERTY,SECURITY_DEPOSIT
"My landlord returned only half of my security deposit without explanation.",PROPERTY,SECURITY_DEPOSIT
"Partial security deposit refund issue.",PROPERTY,SECURITY_DEPOSIT
"Deposit kaat liya pura landlord ne.",PROPERTY,SECURITY_DEPOSIT
"Recovery of security deposit legal action.",PROPERTY,SECURITY_DEPOSIT
"The owner is refusing to return my advance rent and deposit after early termination.",PROPERTY,SECURITY_DEPOSIT
"Advance rent and deposit dispute.",PROPERTY,SECURITY_DEPOSIT
"Advance rent wapas nahi mil raha.",PROPERTY,SECURITY_DEPOSIT
"Security deposit complaint procedure.",PROPERTY,SECURITY_DEPOSIT
"What is the legal remedy for unpaid security deposit?",PROPERTY,SECURITY_DEPOSIT
"Deposit refund ke liye kahan complain kare?",PROPERTY,SECURITY_DEPOSIT
"Landlord is making false claims of property damage to keep my security deposit.",PROPERTY,SECURITY_DEPOSIT
"False property damage claim for deposit.",PROPERTY,SECURITY_DEPOSIT
"Jhoota damage bata kar deposit rakh liya.",PROPERTY,SECURITY_DEPOSIT
"Security deposit dispute resolution.",PROPERTY,SECURITY_DEPOSIT
"The landlord's agent is asking for extra commission to release my security deposit.",PROPERTY,SECURITY_DEPOSIT
"Security deposit agent extortion dispute.",PROPERTY,SECURITY_DEPOSIT
"Can a tenant withhold last month's rent instead of security deposit?",PROPERTY,SECURITY_DEPOSIT
"Security deposit case consumer court or civil court?",PROPERTY,SECURITY_DEPOSIT
"Deposit wapas nahi mil raha police complaint kare kya?",PROPERTY,SECURITY_DEPOSIT
"My landlord suddenly increased the rent by fifty percent in violation of our lease agreement.",PROPERTY,RENT_DISPUTE
"We have a dispute over electricity bill calculations and maintenance charges with our landlord.",PROPERTY,RENT_DISPUTE
"Landlord rent badha diya agreement ke beech me hi.",PROPERTY,RENT_DISPUTE
"The landlord is harassing us over rent payment delays due to genuine bank issues.",PROPERTY,RENT_DISPUTE
"There is a disagreement regarding who should pay for major structural repairs under the rent agreement.",PROPERTY,RENT_DISPUTE
"Rent dispute between tenant and landlord.",PROPERTY,RENT_DISPUTE
"Rent ko lekar jhagda ho raha hai landlord se.",PROPERTY,RENT_DISPUTE
"How to resolve a rent hike dispute legally?",PROPERTY,RENT_DISPUTE
"My landlord is refusing to accept monthly rent in cash or bank transfer to create a default case.",PROPERTY,RENT_DISPUTE
"Refusal of rent acceptance dispute.",PROPERTY,RENT_DISPUTE
"Landlord rent le nahi raha hai bolta hai khali karo.",PROPERTY,RENT_DISPUTE
"Can a landlord increase rent without serving prior notice?",PROPERTY,RENT_DISPUTE
"The tenant has not paid rent for the last four months and refuses to vacate.",PROPERTY,RENT_DISPUTE
"Tenant non-payment of rent issue.",PROPERTY,RENT_DISPUTE
"Tenant rent nahi de raha 4 mahine se.",PROPERTY,RENT_DISPUTE
"Rent agreement dispute resolution.",PROPERTY,RENT_DISPUTE
"Landlord is cutting off water supply because of a dispute over rent amount.",PROPERTY,RENT_DISPUTE
"Utility cutoff rent dispute.",PROPERTY,RENT_DISPUTE
"Pani kaat diya rent ke chakkar me.",PROPERTY,RENT_DISPUTE
"Rent payment dispute.",PROPERTY,RENT_DISPUTE
"Rent badhane ko lekar malkin pareshan kar raha hai.",PROPERTY,RENT_DISPUTE
"Rent dispute legal advice.",PROPERTY,RENT_DISPUTE
"My landlord is demanding extra charges not mentioned in the rent deed.",PROPERTY,RENT_DISPUTE
"Extra charges rent dispute.",PROPERTY,RENT_DISPUTE
"Rent agreement ka violation kar raha hai landlord.",PROPERTY,RENT_DISPUTE
"Landlord tenant dispute help.",PROPERTY,RENT_DISPUTE
"Tenant is subletting the apartment without permission leading to a rent dispute.",PROPERTY,RENT_DISPUTE
"Subletting rent dispute issue.",PROPERTY,RENT_DISPUTE
"Bina permission ke dusre ko de diya room.",PROPERTY,RENT_DISPUTE
"Rent dispute complaint procedure.",PROPERTY,RENT_DISPUTE
"What are my rights in a rent dispute with my landlord?",PROPERTY,RENT_DISPUTE
"Rent dispute ke liye court ja sakte hain kya?",PROPERTY,RENT_DISPUTE
"The landlord is disputing the inventory items included in the rented flat.",PROPERTY,RENT_DISPUTE
"Inventory rent dispute report.",PROPERTY,RENT_DISPUTE
"Saman ko lekar rent dispute.",PROPERTY,RENT_DISPUTE
"Rent disagreement action steps.",PROPERTY,RENT_DISPUTE
"My landlord is threatening to throw my belongings out over a minor rent delay.",PROPERTY,RENT_DISPUTE
"Threatening rent dispute case.",PROPERTY,RENT_DISPUTE
"Can a landlord lock the house over rent dispute?",PROPERTY,RENT_DISPUTE
"Rent dispute ka kya solution hai?",PROPERTY,RENT_DISPUTE
"My landlord is forcefully trying to evict me without giving any legal notice period.",PROPERTY,PROPERTY,EVICTION
"Can a landlord throw my things out and evict me arbitrarily during the lease term?",PROPERTY,PROPERTY,EVICTION
"Malkin zabardasti ghar khali karwa raha hai bina notice ke.",PROPERTY,PROPERTY,EVICTION
"The owner has locked the main gate to illegally force me out of the rented property.",PROPERTY,PROPERTY,EVICTION
"Landlord is threatening forcible eviction despite my rent being paid on time.",PROPERTY,PROPERTY,EVICTION
"Illegal eviction threat by landlord.",PROPERTY,PROPERTY,EVICTION
"Zabardasti ghar se nikalne ki dhamki de raha hai malkin.",PROPERTY,PROPERTY,EVICTION
"How to stop illegal eviction by a landlord in India?",PROPERTY,PROPERTY,EVICTION
"My landlord disconnected electricity and water to force me to vacate the house.",PROPERTY,PROPERTY,EVICTION
"Forcible eviction through utility disconnection.",PROPERTY,PROPERTY,EVICTION
"Bijli pani kaat diya ghar khali karwane ke liye.",PROPERTY,PROPERTY,EVICTION
"Can a landlord evict a tenant without a court order?",PROPERTY,PROPERTY,EVICTION
"The landlord came with local goons to forcefully evict me from the rented flat.",PROPERTY,PROPERTY,EVICTION
"Forcible eviction goons threat.",PROPERTY,PROPERTY,EVICTION
"Goonde bhej kar ghar khali karwa raha hai landlord.",PROPERTY,PROPERTY,EVICTION
"Tenant eviction dispute complaint.",PROPERTY,PROPERTY,EVICTION
"Landlord filed a false eviction notice based on fake grounds.",PROPERTY,PROPERTY,EVICTION
"False eviction notice dispute.",PROPERTY,PROPERTY,EVICTION
"Jhoota notice dekar ghar khali karwa raha hai.",PROPERTY,PROPERTY,EVICTION
"Eviction harassment issue.",PROPERTY,PROPERTY,EVICTION
"Malkin ghar khali karne ke liye bol raha hai achanak.",PROPERTY,PROPERTY,EVICTION
"Eviction protection legal advice.",PROPERTY,PROPERTY,EVICTION
"My landlord is threatening me daily to vacate the premises immediately.",PROPERTY,PROPERTY,EVICTION
"Daily eviction threats by owner.",PROPERTY,PROPERTY,EVICTION
"Ghar khali karne ke liye roz dhamki deta hai.",PROPERTY,PROPERTY,EVICTION
"Landlord tenant eviction help.",PROPERTY,PROPERTY,EVICTION
"The owner wants to sell the property and is forcing me to leave before lease ends.",PROPERTY,PROPERTY,EVICTION
"Premature eviction due to property sale.",PROPERTY,PROPERTY,EVICTION
"Ghar bechna hai isliye khali karwa raha hai.",PROPERTY,PROPERTY,EVICTION
"Eviction complaint procedure.",PROPERTY,PROPERTY,EVICTION
"What are tenant rights against unlawful eviction?",PROPERTY,PROPERTY,EVICTION
"Bina notice ke eviction ke khilaf kahan complain kare?",PROPERTY,PROPERTY,EVICTION
"My landlord is changing the main door locks while I am away to evict me.",PROPERTY,PROPERTY,EVICTION
"Lockout eviction tactic by landlord.",PROPERTY,PROPERTY,EVICTION
"Tala laga diya ghar ka saman andar hai.",PROPERTY,PROPERTY,EVICTION
"Unlawful eviction dispute resolution.",PROPERTY,PROPERTY,EVICTION
"The landlord served an eviction notice but refuses to return my advance payment.",PROPERTY,PROPERTY,EVICTION
"Eviction notice with withheld deposit dispute.",PROPERTY,PROPERTY,EVICTION
"Can a landlord evict a tenant with family during festival season?",PROPERTY,PROPERTY,EVICTION
"Eviction case legal process in India.",PROPERTY,PROPERTY,EVICTION
"Zabardasti eviction rokne ke liye kya kare?",PROPERTY,PROPERTY,EVICTION
"My landlord is entering my rented apartment without my permission or prior notice when I am away.",PROPERTY,TENANT_RIGHTS
"Can my landlord restrict my guests or dictate who can visit my rented home?",PROPERTY,TENANT_RIGHTS
"Landlord bina permission ke mere ghar me ghus jata hai.",PROPERTY,TENANT_RIGHTS
"The owner is interfering in my personal life and violating my right to quiet enjoyment.",PROPERTY,TENANT_RIGHTS
"My landlord is imposing unreasonable building rules only on tenants and not owners.",PROPERTY,TENANT_RIGHTS
"Tenant privacy and rights violation complaint.",PROPERTY,TENANT_RIGHTS
"Malkin privacy violate kar raha hai bina bataye ghar aata hai.",PROPERTY,TENANT_RIGHTS
"What are the basic legal rights of a tenant in India?",PROPERTY,TENANT_RIGHTS
"The landlord is prohibiting me from keeping pets despite no clause in the agreement.",PROPERTY,TENANT_RIGHTS
"Tenant rights regarding pets dispute.",PROPERTY,TENANT_RIGHTS
"Pet rakhne nahi de raha landlord jabki agreement me hai.",PROPERTY,TENANT_RIGHTS
"Can a landlord enter a rented house without tenant consent?",PROPERTY,TENANT_RIGHTS
"My landlord is refusing to conduct necessary structural repairs required for safe living.",PROPERTY,TENANT_RIGHTS
"Tenant right to essential repairs.",PROPERTY,TENANT_RIGHTS
"Ghar ki repair nahi karwa raha landlord.",PROPERTY,TENANT_RIGHTS
"Tenant rights grievance.",PROPERTY,TENANT_RIGHTS
"Landlord is discriminating against me based on my food habits and religion.",PROPERTY,TENANT_RIGHTS
"Tenant discrimination issue.",PROPERTY,TENANT_RIGHTS
"Religion ke naam par pareshan kar raha hai landlord.",PROPERTY,TENANT_RIGHTS
"Tenant rights dispute.",PROPERTY,TENANT_RIGHTS
"Malkin restriction laga raha hai guest lane par.",PROPERTY,TENANT_RIGHTS
"Tenant protection legal advice.",PROPERTY,TENANT_RIGHTS
"My landlord is cutting off my internet and cable TV wires arbitrarily.",PROPERTY,TENANT_RIGHTS
"Tenant utility interference issue.",PROPERTY,TENANT_RIGHTS
"Internet cable kaat diya landlord ne.",PROPERTY,TENANT_RIGHTS
"Tenant rights help.",PROPERTY,TENANT_RIGHTS
"The owner is not allowing me to install an AC or necessary electrical appliances.",PROPERTY,TENANT_RIGHTS
"Tenant appliance installation rights.",PROPERTY,TENANT_RIGHTS
"AC lagane nahi de raha malkin.",PROPERTY,TENANT_RIGHTS
"Tenant rights complaint procedure.",PROPERTY,TENANT_RIGHTS
"What can a tenant do if the landlord violates privacy rights?",PROPERTY,TENANT_RIGHTS
"Tenant rights violation ke khilaf kya kare?",PROPERTY,TENANT_RIGHTS
"My landlord is demanding I attend all society meetings which violates my tenancy terms.",PROPERTY,TENANT_RIGHTS
"Tenant society interference dispute.",PROPERTY,TENANT_RIGHTS
"Society meeting me bulata hai zabardasti.",PROPERTY,TENANT_RIGHTS
"Tenant rights resolution.",PROPERTY,TENANT_RIGHTS
"The landlord is refusing to provide rent receipts despite multiple requests for tax filing.",PROPERTY,TENANT_RIGHTS
"Tenant right to rent receipts.",PROPERTY,TENANT_RIGHTS
"Rent receipt nahi de raha landlord tax file karna hai.",PROPERTY,TENANT_RIGHTS
"Can a landlord dictate what time I can enter the building?",PROPERTY,TENANT_RIGHTS
"Tenant rights legal remedies.",PROPERTY,TENANT_RIGHTS
"Tenant rights protect karne ke liye kya steps le?",PROPERTY,TENANT_RIGHTS
"My husband and his family are physically and mentally abusing me at home.",WOMEN,DOMESTIC_VIOLENCE
"I am facing continuous domestic violence and cruelty from my in-laws.",WOMEN,DOMESTIC_VIOLENCE
"Pati aur ससुराल wale mujhe marte hain aur pareshan karte hain.",WOMEN,DOMESTIC_VIOLENCE
"My husband beats me up under the influence of alcohol and threatens me.",WOMEN,DOMESTIC_VIOLENCE
"I am subjected to severe mental torture and physical abuse by my spouse every day.",WOMEN,DOMESTIC_VIOLENCE
"Domestic violence and abuse complaint.",WOMEN,DOMESTIC_VIOLENCE
"Pati marpeet karta hai ghar par kya karu?",WOMEN,DOMESTIC_VIOLENCE
"How can I get legal protection against domestic violence in India?",WOMEN,DOMESTIC_VIOLENCE
"My in-laws lock me in a room and subject me to domestic abuse.",WOMEN,DOMESTIC_VIOLENCE
"Domestic abuse grievance.",WOMEN,DOMESTIC_VIOLENCE
"Ghar me marpeet aur atyachar ho raha hai mere sath.",WOMEN,DOMESTIC_VIOLENCE
"Can I file a case for domestic violence against my husband?",WOMEN,DOMESTIC_VIOLENCE
"My husband verbally abuses and physically assaults me for trivial matters.",WOMEN,DOMESTIC_VIOLENCE
"Spousal physical violence report.",WOMEN,DOMESTIC_VIOLENCE
"Husband torture karta hai roj.",WOMEN,DOMESTIC_VIOLENCE
"Domestic violence legal help.",WOMEN,DOMESTIC_VIOLENCE
"My husband and his mother are committing acts of domestic violence against me.",WOMEN,DOMESTIC_VIOLENCE
"Domestic violence family dispute.",WOMEN,DOMESTIC_VIOLENCE
"Sasural wale marte hain aur taane dete hain.",WOMEN,DOMESTIC_VIOLENCE
"Domestic violence helpline query.",WOMEN,DOMESTIC_VIOLENCE
"Pati daaru pee kar maarta hai.",WOMEN,DOMESTIC_VIOLENCE
"Domestic violence complaint procedure.",WOMEN,DOMESTIC_VIOLENCE
"I was thrown out of my matrimonial home after facing brutal domestic violence.",WOMEN,DOMESTIC_VIOLENCE
"Domestic violence and forceful eviction.",WOMEN,DOMESTIC_VIOLENCE
"Ghar se nikal diya marpeet karke.",WOMEN,DOMESTIC_VIOLENCE
"Domestic violence police complaint.",WOMEN,DOMESTIC_VIOLENCE
"What are my rights under domestic violence laws?",WOMEN,DOMESTIC_VIOLENCE
"Domestic violence ke khilaf kahan jaye?",WOMEN,DOMESTIC_VIOLENCE
"My husband is threatening to kill me if I report his domestic violence.",WOMEN,DOMESTIC_VIOLENCE
"Severe domestic violence threat case.",WOMEN,DOMESTIC_VIOLENCE
"Jaan se marne ki dhamki deta hai pati.",WOMEN,DOMESTIC_VIOLENCE
"Domestic violence protection order request.",WOMEN,DOMESTIC_VIOLENCE
"My husband's family is torturing me physically for not bringing enough dowry.",WOMEN,DOMESTIC_DOWRY
"My in-laws and husband are continuously harassing me and demanding a car and cash as dowry.",WOMEN,DOWRY
"Sasural wale dahej ke liye pareshan kar rahe hain aur marte hain.",WOMEN,DOWRY
"My husband's family threw me out of the house because my parents couldn't fulfill their dowry demands.",WOMEN,DOWRY
"Dowry harassment and torture complaint by husband and in-laws.",WOMEN,DOWRY
"Dowry harassment case filing process.",WOMEN,DOWRY
"Dahej ke liye taane marte hain aur paise mangte hain.",WOMEN,DOWRY
"How to file a dowry harassment complaint in India?",WOMEN,DOWRY
"My in-laws are mentally torturing me demanding gold and cash dowry items.",WOMEN,DOWRY
"Dowry mental harassment grievance.",WOMEN,DOWRY
"Dahej nahi layi bolkar ghar se nikal diya.",WOMEN,DOWRY
"Can I file a police case for dowry harassment against my husband?",WOMEN,DOWRY
"My husband's family is demanding dowry and threatening divorce.",WOMEN,DOWRY
"Dowry demand and threat report.",WOMEN,DOWRY
"Dahej mang raha hai pati.",WOMEN,DOWRY
"Dowry law legal help.",WOMEN,DOWRY
"My in-laws physically abused me over unmet dowry demands.",WOMEN,DOWRY
"Physical abuse for dowry dispute.",WOMEN,DOWRY
"Dahej ke liye marpeet ki sasural walo ne.",WOMEN,DOWRY
"Dowry harassment FIR query.",WOMEN,DOWRY
"Dahej ke liye pareshan karte hain.",WOMEN,DOWRY
"Dowry harassment complaint procedure.",WOMEN,DOWRY
"My husband's family locked me up because my family couldn't pay dowry.",WOMEN,DOWRY
"Dowry illegal confinement case.",WOMEN,DOWRY
"Dahej ke liye kamre me band kar diya.",WOMEN,DOWRY
"Dowry protection legal action.",WOMEN,DOWRY
"What are the legal penalties for demanding dowry?",WOMEN,DOWRY
"Dahej pratha ke khilaf kya kar sakte hain?",WOMEN,DOWRY
"My husband is demanding cash in the name of dowry before letting me return home.",WOMEN,DOWRY
"Dowry conditional return dispute.",WOMEN,DOWRY
"Dahej doge tabhi ghar aane denge bol rahe hain.",WOMEN,DOWRY
"Dowry dispute resolution.",WOMEN,DOWRY
"My in-laws are publicly defaming my family over dowry issues.",WOMEN,DOWRY
"Dowry defamation and harassment.",WOMEN,DOWRY
"Can my family recover gifts given during wedding under dowry laws?",WOMEN,DOWRY
"Dowry case legal procedure in India.",WOMEN,DOWRY
"Dahej ka case kaise kare?",WOMEN,DOWRY
"My senior manager at the office is making unwanted sexual advances and passing vulgar comments.",WOMEN,SEXUAL_HARASSMENT
"I am facing sexual harassment at my workplace by a colleague and management is ignoring my complaints.",WOMEN,SEXUAL_HARASSMENT
"Office me mere sath sexual harassment ho raha hai senior dwara.",WOMEN,SEXUAL_HARASSMENT
"A coworker is sending me inappropriate sexually suggestive messages and touching me inappropriately.",WOMEN,SEXUAL_HARASSMENT
"My boss conditioned my promotion on accepting his sexual advances.",WOMEN,SEXUAL_HARASSMENT
"Workplace sexual harassment complaint.",WOMEN,SEXUAL_HARASSMENT
"Office me sexual harassment ho raha hai kya kare?",WOMEN,SEXUAL_HARASSMENT
"How to file a POSH complaint for sexual harassment at workplace?",WOMEN,SEXUAL_HARASSMENT
"A client sexually harassed me during a business meeting and company won't take action.",WOMEN,SEXUAL_HARASSMENT
"Client sexual harassment grievance.",WOMEN,SEXUAL_HARASSMENT
"Office mein galat harkat karta hai manager.",WOMEN,SEXUAL_HARASSMENT
"Can I file a police FIR for workplace sexual harassment?",WOMEN,SEXUAL_HARASSMENT
"My supervisor makes vulgar gestures and passes sexual remarks daily.",WOMEN,SEXUAL_HARASSMENT
"Sexual harassment verbal abuse report.",WOMEN,SEXUAL_HARASSMENT
"Manager galat baat bolta hai office me.",WOMEN,SEXUAL_HARASSMENT
"Sexual harassment legal help.",WOMEN,SEXUAL_HARASSMENT
"My colleague stalked me outside the office and harassed me.",WOMEN,SEXUAL_HARASSMENT
"Workplace stalking and sexual harassment.",WOMEN,SEXUAL_HARASSMENT
"Office ke bahar stalk karta hai colleague.",WOMEN,SEXUAL_HARASSMENT
"Sexual harassment internal committee query.",WOMEN,SEXUAL_HARASSMENT
"Office me inappropriate behavior face kar rahi hu.",WOMEN,SEXUAL_HARASSMENT
"Sexual harassment complaint procedure.",WOMEN,SEXUAL_HARASSMENT
"I was terminated from my job because I reported sexual harassment to HR.",WOMEN,SEXUAL_HARASSMENT
"Retaliation for sexual harassment complaint.",WOMEN,SEXUAL_HARASSMENT
"Sexual harassment ki complaint karne par job se nikal diya.",WOMEN,SEXUAL_HARASSMENT
"POSH committee complaint process.",WOMEN,SEXUAL_HARASSMENT
"What are my rights against sexual harassment at work?",WOMEN,SEXUAL_HARASSMENT
"Office me sexual harassment ke khilaf kahan complain kare?",WOMEN,SEXUAL_HARASSMENT
"A colleague touched me without consent at the office party.",WOMEN,SEXUAL_HARASSMENT
"Physical sexual harassment at party report.",WOMEN,SEXUAL_HARASSMENT
"Party me galat tarike se touch kiya coworker ne.",WOMEN,SEXUAL_HARASSMENT
"Sexual harassment dispute resolution.",WOMEN,SEXUAL_HARASSMENT
"My manager insists on late-night meetings alone and makes sexual advances.",WOMEN,SEXUAL_HARASSMENT
